date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,acq_date,fire_count_all_india,z_score_pm25,is_anomaly_pm25,iforest_score,iforest_label
2023-12-01,Delhi,175.8,556.5,97.7,77.1,19.7,0.9,0.9,40.4,184.8,15.09,9.15,4.83,24.6,Severe,,0.0,-0.5435423686158445,False,-0.06259796088397351,False
2023-12-02,Delhi,387.9,307.7,96.2,44.8,233.5,15.9,8.21,9.1,178.0,12.6,21.69,3.13,148.8,Satisfactory,,0.0,0.9516142780590688,False,-0.09025164598123164,False
2023-12-03,Delhi,314.1,341.1,161.6,101.3,133.0,40.1,2.99,53.0,172.0,2.67,6.29,7.9,498.0,Good,,0.0,0.4313758974621403,False,-0.10614464030249415,False
2023-12-04,Delhi,286.4,141.4,80.3,41.6,69.8,31.3,7.83,66.9,78.0,18.82,12.56,7.48,29.5,Good,,0.0,0.23611027222453929,False,-0.1114521622284873,False
2023-12-05,Delhi,406.3,219.0,117.0,41.0,187.2,32.2,7.62,17.3,124.6,1.6,25.04,9.72,377.0,Poor,,0.0,1.0813214081807967,False,-0.11412227250917217,False
2023-12-06,Delhi,307.5,465.5,193.7,35.9,16.8,3.8,7.25,30.9,186.1,18.73,23.15,3.21,333.5,Moderate,,0.0,0.38485051383152047,False,-0.10490897405053634,False
2023-12-07,Delhi,346.8,452.0,11.3,106.4,93.2,4.0,1.83,42.3,27.2,6.33,6.78,9.65,77.4,Moderate,,0.0,0.6618880254502103,False,-0.10072471193172822,False
2023-12-08,Delhi,164.7,97.6,73.2,50.5,242.6,34.9,6.66,89.7,134.8,1.78,4.27,0.37,423.8,Very Poor,,0.0,-0.6217896047218867,False,-0.10243860129420901,False
2023-12-09,Delhi,361.1,255.3,77.3,72.4,109.2,0.9,9.58,69.9,44.3,19.89,2.86,6.05,126.5,Very Poor,,0.0,0.762693023316553,False,-0.10331996869183935,False
2023-12-10,Delhi,410.6,55.7,136.8,118.2,227.5,9.1,1.75,98.9,109.2,3.38,7.55,3.39,258.6,Very Poor,,0.0,1.1116334005462005,False,-0.06042992523763924,False
2023-12-11,Delhi,306.0,323.4,163.6,69.7,135.2,48.9,5.87,6.1,132.7,3.94,29.46,8.59,223.1,Very Poor,,0.0,0.3742765630063796,False,-0.12116002275312188,False
2023-12-12,Delhi,154.5,306.6,59.4,18.0,72.0,43.5,7.12,71.6,92.6,8.21,29.37,3.35,330.1,Poor,,0.0,-0.6936924703328443,False,-0.11926101985132348,False
2023-12-13,Delhi,69.9,259.4,109.0,52.2,9.1,7.9,0.62,27.3,123.8,9.57,27.27,0.4,378.3,Severe,,0.0,-1.2900632968707872,False,-0.09992343073971671,False
2023-12-14,Delhi,76.1,73.7,137.5,17.2,249.4,20.7,8.69,86.3,89.6,6.79,3.05,7.46,145.8,Poor,,0.0,-1.2463576334602051,False,-0.06061565095631849,False
2023-12-15,Delhi,61.3,49.6,93.1,46.1,97.7,1.2,0.54,93.5,130.5,4.69,7.48,0.9,455.2,Satisfactory,,0.0,-1.3506872816015947,False,-0.03507630311100918,False
2023-12-16,Delhi,374.0,138.3,123.5,108.3,151.8,12.6,9.4,80.5,192.8,10.39,25.72,8.71,470.5,Very Poor,,0.0,0.853629000412764,False,-0.04838061835340013,False
2023-12-17,Delhi,402.5,323.7,2.5,121.3,138.4,13.5,5.64,92.6,65.7,3.69,11.68,5.21,259.4,Very Poor,,0.0,1.0545340660904399,False,-0.09988886558731813,False
2023-12-18,Delhi,92.0,251.6,146.9,146.6,127.5,43.5,2.35,52.6,183.2,17.28,28.66,5.71,494.8,Poor,,0.0,-1.1342737547137123,False,-0.05229997391047647,False
2023-12-19,Delhi,410.8,399.2,151.2,61.9,134.7,19.8,8.43,70.4,146.1,7.6,28.12,5.95,336.9,Moderate,,0.0,1.113043260656219,False,-0.1126058009885958,False
2023-12-20,Delhi,241.5,500.3,131.7,36.0,59.9,31.6,2.88,54.8,44.5,7.5,9.21,2.87,16.3,Satisfactory,,0.0,-0.08040332247467612,False,-0.08990437182092259,False
2023-12-21,Delhi,94.8,360.3,141.2,134.8,241.9,20.0,3.23,23.8,139.9,16.67,29.47,1.06,351.1,Moderate,,0.0,-1.1145357131734495,False,-0.10523390330888954,False
2023-12-22,Delhi,378.6,147.8,118.4,10.1,13.4,44.5,0.37,54.4,96.7,4.28,25.7,5.12,400.4,Moderate,,0.0,0.8860557829431961,False,-0.08451300312367355,False
2023-12-23,Delhi,73.6,348.4,66.7,144.3,185.2,22.5,4.52,46.5,177.6,1.37,0.7,7.47,134.0,Poor,,0.0,-1.26398088483544,False,-0.07688475393914518,False
2023-12-24,Delhi,56.0,505.1,13.4,11.8,70.8,5.5,5.83,24.2,141.5,4.21,5.76,9.16,139.5,Moderate,,0.0,-1.3880485745170923,False,-0.07988705785557004,False
2023-12-25,Delhi,104.7,567.0,163.3,23.7,167.3,16.3,1.15,67.1,28.3,6.87,14.41,9.6,369.2,Satisfactory,,0.0,-1.04474763772752,False,-0.07232061183032523,False
2023-12-26,Delhi,432.1,380.7,27.2,137.9,217.7,49.0,0.69,94.7,117.2,9.62,0.44,5.55,159.9,Moderate,,0.0,1.263193362373219,False,-0.058737762023039264,False
2023-12-27,Delhi,57.2,599.4,47.5,139.0,111.4,36.4,1.32,88.7,159.6,2.18,5.98,8.78,356.8,Severe,,0.0,-1.3795894138569798,False,-0.040010029810869985,False
2023-12-28,Delhi,458.4,458.7,167.7,90.0,87.7,49.1,3.38,74.7,148.6,18.72,4.32,7.29,476.2,Severe,,0.0,1.4485899668406879,False,-0.09251131671984686,False
2023-12-29,Delhi,317.9,163.0,22.4,29.7,178.5,16.1,5.1,1.9,31.7,3.04,12.94,4.17,440.4,Very Poor,,0.0,0.45816323955249677,False,-0.07837389780178805,False
2023-12-30,Delhi,299.7,235.7,21.1,104.2,204.9,35.5,2.88,33.7,145.7,0.76,1.01,6.92,473.8,Poor,,0.0,0.32986596954078806,False,-0.11493116797015762,False
2023-12-31,Delhi,194.0,187.4,75.9,116.7,4.1,0.3,7.02,19.2,85.8,3.43,23.39,7.81,111.3,Poor,,0.0,-0.4152450986041358,False,-0.1251842272654105,False
2024-01-01,Delhi,475.7,396.7,178.0,85.5,190.9,11.5,0.5,36.0,133.3,3.54,28.36,5.0,342.9,Satisfactory,2024-01-01,914.0,1.5705428663573122,False,-0.047336230388382416,False
2024-01-02,Delhi,461.8,491.1,69.2,49.8,106.3,17.2,8.82,20.7,91.1,17.9,0.14,2.24,64.9,Very Poor,2024-01-02,1083.0,1.4725575887110074,False,-0.012322833900980434,False
2024-01-03,Delhi,15.2,125.4,133.2,28.2,177.8,45.7,3.46,0.7,57.9,2.09,27.15,1.07,279.9,Severe,2024-01-03,1127.0,-1.675660036960923,False,-0.007374437213411689,False
2024-01-04,Delhi,331.2,300.1,164.1,62.2,231.9,47.7,3.93,39.6,158.0,17.28,19.12,8.16,484.8,Good,2024-01-04,1276.0,0.5519189368687455,False,-0.05410212471203624,False
2024-01-05,Delhi,189.7,22.7,163.8,129.9,135.1,34.0,0.76,16.7,97.8,16.56,12.23,7.82,450.6,Poor,2024-01-05,1372.0,-0.44555709096953955,False,0.009623016240018378,True
2024-01-06,Delhi,256.8,425.7,27.7,81.9,64.6,34.1,9.22,29.0,193.0,15.17,11.22,2.78,458.9,Good,2024-01-06,951.0,0.02745097594176045,False,-0.020583525978624007,False
2024-01-07,Delhi,242.9,494.5,47.6,71.9,84.2,21.8,5.86,8.5,159.0,5.07,20.4,0.63,394.9,Severe,2024-01-07,980.0,-0.07053430170454462,False,-0.06557415419390666,False
2024-01-08,Delhi,432.6,189.8,53.7,24.1,170.2,46.8,0.04,38.7,4.6,0.31,12.2,0.4,53.5,Poor,2024-01-08,1028.0,1.266718012648266,False,0.00582588345355739,True
2024-01-09,Delhi,447.8,501.6,37.0,125.6,152.1,16.1,9.01,78.8,45.9,16.64,4.67,0.68,406.6,Good,2024-01-09,911.0,1.373867381009693,False,-0.016894872607134737,False
2024-01-10,Delhi,334.5,599.8,86.5,73.6,176.3,14.8,0.63,26.1,48.7,8.27,15.7,1.35,174.7,Poor,2024-01-10,1065.0,0.5751816286840554,False,-0.021446060958971058,False
2024-01-11,Delhi,136.5,586.5,128.3,1.8,13.4,32.3,2.96,59.9,11.5,18.94,14.14,3.02,190.6,Severe,2024-01-11,1152.0,-0.8205798802345343,False,0.001546482186072895,True
2024-01-12,Delhi,3.4,40.1,88.5,37.5,186.7,35.8,3.81,81.4,72.1,11.75,25.42,0.55,216.3,Poor,2024-01-12,1336.0,-1.7588417834520307,False,-0.006586031700132056,False
2024-01-13,Delhi,256.2,13.5,20.8,122.8,96.9,3.5,2.75,84.1,52.8,5.36,18.87,9.49,12.6,Moderate,2024-01-13,1645.0,0.023221395611703957,False,0.014653331306793693,True
2024-01-14,Delhi,244.6,432.5,130.3,35.7,188.4,46.5,3.41,77.0,29.3,14.74,14.29,1.54,424.4,Very Poor,2024-01-14,1644.0,-0.0585504907693851,False,-0.028413651304390997,False
2024-01-15,Delhi,434.7,470.3,139.7,135.6,228.8,37.9,4.94,15.0,45.7,3.58,29.02,2.84,123.8,Poor,2024-01-15,1334.0,1.2815215438034628,False,-0.015846211089222573,False
2024-01-16,Delhi,228.1,417.1,61.0,106.8,214.2,46.6,3.49,69.8,161.6,1.93,8.17,3.33,273.6,Severe,2024-01-16,796.0,-0.17486394984593426,False,-0.07366063661234007,False
2024-01-17,Delhi,70.0,93.1,119.2,143.0,147.4,33.2,5.07,86.6,10.6,14.43,21.58,6.81,349.5,Poor,2024-01-17,590.0,-1.2893583668157778,False,-0.018531031796762965,False
2024-01-18,Delhi,448.3,543.0,17.0,72.8,225.8,46.3,9.72,13.7,31.3,16.61,4.8,8.21,224.0,Good,2024-01-18,570.0,1.3773920312847399,False,-0.022136578659640138,False
2024-01-19,Delhi,371.4,35.2,39.6,51.8,217.6,20.8,9.25,77.9,68.8,9.06,14.12,6.83,237.2,Moderate,2024-01-19,841.0,0.8353008189825197,False,-0.03472001081709819,False
2024-01-20,Delhi,415.1,271.9,48.2,1.9,66.4,28.7,0.11,98.4,160.0,14.94,24.03,0.12,127.2,Moderate,2024-01-20,775.0,1.1433552530216229,False,0.014059926088984542,True
2024-01-21,Delhi,212.8,302.2,70.2,91.6,215.3,11.8,7.74,30.9,160.8,1.86,5.49,5.37,174.2,Moderate,2024-01-21,791.0,-0.28271824826237063,False,-0.08415239958380322,False
2024-01-22,Delhi,344.1,61.0,71.1,19.9,100.1,40.3,2.32,13.2,81.5,19.1,6.64,3.57,44.8,Satisfactory,2024-01-22,728.0,0.642854913964957,False,-0.02468976285600366,False
2024-01-23,Delhi,312.0,560.8,81.0,115.1,1.5,21.7,1.0,32.7,3.9,16.07,10.69,4.59,258.8,Moderate,2024-01-23,882.0,0.41657236630694294,False,-0.017075986972083235,False
2024-01-24,Delhi,215.7,471.7,42.1,88.7,97.9,33.3,3.84,97.7,141.5,18.93,4.82,8.23,307.3,Satisfactory,2024-01-24,1053.0,-0.2622752766670985,False,-0.0421538660710129,False
2024-01-25,Delhi,447.5,244.3,165.1,91.3,66.6,25.9,3.75,48.3,146.5,3.26,23.09,3.87,76.6,Good,2024-01-25,1079.0,1.3717525908446648,False,-0.060878133858446426,False
2024-01-26,Delhi,200.3,592.0,163.6,7.7,245.7,20.9,6.54,72.6,64.4,4.4,22.92,4.35,298.9,Very Poor,2024-01-26,1043.0,-0.3708345051385442,False,-0.02341960128816456,False
2024-01-27,Delhi,351.9,376.9,143.4,7.0,169.5,9.9,4.34,1.3,2.4,6.12,20.75,0.79,88.5,Poor,2024-01-27,925.0,0.6978394582556889,False,0.010260053121808665,True
2024-01-28,Delhi,42.4,518.6,93.3,35.6,234.1,7.2,7.59,27.2,171.7,8.76,2.41,0.19,292.9,Poor,2024-01-28,688.0,-1.483919061998369,False,-0.0468842886386448,False
2024-01-29,Delhi,21.6,320.2,38.8,13.4,163.7,18.2,5.87,61.2,110.1,16.26,14.85,6.55,363.0,Poor,2024-01-29,1239.0,-1.630544513440322,False,-0.040670568939890184,False
2024-01-30,Delhi,255.4,164.1,106.2,64.0,68.6,16.1,1.3,4.5,24.0,16.42,5.39,8.95,117.6,Very Poor,2024-01-30,1273.0,0.017581955171628964,False,-0.020008504381854975,False
2024-01-31,Delhi,160.2,372.8,121.3,102.7,81.9,48.1,9.77,53.4,45.4,11.13,4.95,8.84,412.4,Severe,2024-01-31,407.0,-0.6535114571973093,False,-0.07089527228348003,False
2024-02-01,Delhi,154.5,186.1,191.3,63.0,105.7,40.3,6.76,49.8,79.0,17.12,20.46,7.98,294.9,Severe,2024-02-01,717.0,-0.6936924703328443,False,-0.09477088135616041,False
2024-02-02,Delhi,189.1,129.9,120.0,97.7,137.3,5.4,3.58,6.6,177.2,12.74,19.55,6.66,234.7,Severe,2024-02-02,769.0,-0.4497866712995959,False,-0.05206020602668049,False
2024-02-03,Delhi,314.4,206.9,106.1,125.1,225.1,43.9,0.32,59.6,150.1,19.67,17.7,2.03,313.2,Moderate,2024-02-03,1243.0,0.43349068762716814,False,-0.03313918088334411,False
2024-02-04,Delhi,435.9,61.4,145.9,133.4,198.5,35.4,9.15,74.8,188.4,1.67,4.47,6.06,338.9,Satisfactory,2024-02-04,1707.0,1.2899807044635756,False,0.020085134704956986,True
2024-02-05,Delhi,216.2,144.7,48.1,130.9,123.8,9.1,1.58,79.1,164.0,15.74,14.01,9.64,344.6,Satisfactory,2024-02-05,1191.0,-0.25875062639205154,False,-0.026432695853643606,False
2024-02-06,Delhi,132.2,316.1,128.5,17.9,85.6,15.3,1.45,68.4,111.0,0.53,14.61,1.51,114.8,Very Poor,2024-02-06,996.0,-0.8508918725999381,False,-0.05930805484800605,False
2024-02-07,Delhi,87.6,541.9,49.8,79.3,104.5,0.9,1.07,3.1,13.4,8.83,15.72,5.06,155.7,Good,2024-02-07,1032.0,-1.1652906771341254,False,-0.005363363086317907,False
2024-02-08,Delhi,236.4,177.0,120.3,26.9,69.7,14.9,4.03,67.1,199.2,0.07,25.79,4.05,342.0,Severe,2024-02-08,1474.0,-0.1163547552801549,False,-0.03806414147402848,False
2024-02-09,Delhi,192.9,481.1,93.9,9.7,126.0,48.7,2.97,95.2,188.4,4.53,22.44,8.31,296.0,Moderate,2024-02-09,2167.0,-0.422999329209239,False,0.014756164919068282,True
2024-02-10,Delhi,165.8,157.6,168.3,27.8,205.5,22.1,9.64,11.2,39.3,12.04,17.76,7.75,260.5,Good,2024-02-10,2009.0,-0.6140353741167833,False,0.0031505443800056154,True
2024-02-11,Delhi,20.8,277.3,191.7,17.3,11.0,45.6,7.03,70.4,76.9,0.48,19.01,5.33,289.7,Severe,2024-02-11,1478.0,-1.636183953880397,False,-0.021520579679391583,False
2024-02-12,Delhi,411.3,450.0,115.5,105.3,134.5,3.1,2.7,73.5,73.2,14.2,13.56,5.64,295.7,Poor,2024-02-12,1109.0,1.116567910931266,False,-0.05314984412921664,False
2024-02-13,Delhi,288.9,302.8,36.3,124.6,185.6,7.4,5.65,81.0,92.9,7.42,11.07,3.02,328.6,Severe,2024-02-13,833.0,0.253733523599774,False,-0.07448968045793575,False
2024-02-14,Delhi,129.6,543.5,192.1,87.9,148.9,43.8,5.43,30.5,109.4,18.22,17.16,7.64,330.3,Good,2024-02-14,1285.0,-0.8692200540301822,False,-0.06178479640526868,False
2024-02-15,Delhi,210.6,103.0,40.2,127.3,68.0,41.4,0.3,15.4,195.6,19.17,15.75,2.1,116.8,Severe,2024-02-15,1688.0,-0.2982267094725773,False,0.011879825014347145,True
2024-02-16,Delhi,161.8,523.6,12.6,59.1,63.9,38.1,6.33,70.0,179.0,7.1,13.14,4.65,299.9,Poor,2024-02-16,1971.0,-0.6422325763171589,False,-0.036700288427501726,False
2024-02-17,Delhi,143.9,167.9,9.7,21.1,6.7,2.0,5.84,68.8,175.6,0.32,1.38,7.61,167.2,Moderate,2024-02-17,1686.0,-0.7684150561638395,False,-0.029880126057323264,False
2024-02-18,Delhi,292.3,202.6,183.6,27.4,82.9,37.9,4.11,7.1,195.8,6.19,5.12,1.03,271.0,Moderate,2024-02-18,1640.0,0.27770114547009345,False,-0.013585380071199804,False
2024-02-19,Delhi,213.4,129.8,12.8,145.6,40.9,30.8,5.29,46.9,178.2,14.79,11.76,4.76,164.8,Satisfactory,2024-02-19,1880.0,-0.2784886679323143,False,-0.016456311493974418,False
2024-02-20,Delhi,441.5,274.9,100.9,76.2,63.2,4.0,3.14,44.1,160.2,6.76,21.75,4.7,43.4,Poor,2024-02-20,2061.0,1.3294567875441015,False,-0.028429403070501347,False
2024-02-21,Delhi,329.4,419.0,101.5,68.3,43.2,25.4,1.62,77.7,11.2,14.61,8.24,7.17,177.1,Satisfactory,2024-02-21,1839.0,0.5392301958785765,False,-0.021008062884780965,False
2024-02-22,Delhi,207.5,453.9,180.4,92.7,92.2,42.2,3.89,78.2,105.7,18.95,17.39,2.69,416.9,Poor,2024-02-22,1653.0,-0.3200795411778683,False,-0.04910132270010714,False
2024-02-23,Delhi,392.0,431.9,77.3,34.4,123.6,25.3,0.11,34.6,112.2,8.46,3.44,8.25,65.0,Satisfactory,2024-02-23,1261.0,0.980516410314454,False,-0.017482873371069463,False
2024-02-24,Delhi,163.7,347.6,99.5,15.0,201.8,49.1,4.32,50.8,184.1,10.51,25.39,0.6,121.3,Satisfactory,2024-02-24,999.0,-0.6288389052719806,False,-0.04475452746851949,False
2024-02-25,Delhi,357.3,362.2,15.8,106.2,86.3,15.5,8.18,87.4,94.6,6.73,27.85,4.49,46.7,Very Poor,2024-02-25,1588.0,0.7359056812261962,False,-0.02879965526931172,False
2024-02-26,Delhi,66.4,4.1,127.9,14.7,192.0,3.6,2.72,19.6,44.2,4.16,13.42,0.7,51.2,Good,2024-02-26,1032.0,-1.3147358487961158,False,0.018956573223136708,True
2024-02-27,Delhi,476.9,285.2,53.1,41.6,100.5,6.0,4.16,57.0,86.3,0.32,8.84,3.8,287.3,Severe,2024-02-27,1182.0,1.579002027017425,False,-0.05674770256693307,False
2024-02-28,Delhi,221.7,437.1,94.5,78.9,194.2,35.9,8.87,95.5,25.3,4.89,22.45,5.55,77.9,Very Poor,2024-02-28,1565.0,-0.21997947336653517,False,0.0036819040752262833,True
2024-02-29,Delhi,317.7,489.5,41.6,62.7,167.4,23.1,7.31,87.2,120.9,10.41,22.76,7.14,146.1,Satisfactory,2024-02-29,1813.0,0.45675337944247807,False,-0.038721640704732274,False
2024-03-01,Delhi,150.2,320.8,114.6,141.8,130.9,21.6,7.83,24.5,96.0,3.38,19.93,0.36,312.0,Good,2024-03-01,2060.0,-0.7240044626982481,False,-0.019168231459600116,False
2024-03-02,Delhi,277.8,114.2,158.1,115.2,157.4,43.2,9.6,46.5,4.2,2.29,8.4,1.53,406.2,Poor,2024-03-02,2338.0,0.1754862874937321,False,0.018135125012669784,True
2024-03-03,Delhi,62.0,190.6,87.5,42.7,31.8,10.9,2.29,88.6,60.1,16.12,15.86,2.51,26.4,Very Poor,2024-03-03,2111.0,-1.345752771216529,False,0.011802545506268691,True
2024-03-04,Delhi,489.3,354.5,178.0,67.6,19.6,33.4,8.64,50.0,115.0,0.59,5.44,1.52,472.5,Poor,2024-03-04,1640.0,1.6664133538385892,False,-0.012933001219249785,False
2024-03-05,Delhi,383.5,116.9,10.5,25.5,115.7,14.4,0.08,32.9,33.2,9.19,9.48,1.52,254.8,Severe,2024-03-05,2409.0,0.920597355638656,False,0.008537379260902145,True
2024-03-06,Delhi,156.7,89.4,101.9,141.0,174.8,10.9,2.22,43.0,40.4,12.31,17.29,9.34,50.4,Good,2024-03-06,2350.0,-0.6781840091226379,False,0.01563156339886862,True
2024-03-07,Delhi,217.4,291.1,107.7,24.6,158.1,18.7,1.03,62.3,165.0,18.89,5.37,5.54,63.7,Moderate,2024-03-07,3012.0,-0.2502914657319388,False,-0.006005302932030276,False
2024-03-08,Delhi,42.1,580.4,79.7,147.1,154.0,25.0,9.76,65.2,181.3,8.59,6.5,2.46,88.9,Severe,2024-03-08,4125.0,-1.4860338521633973,False,0.08527810009292491,True
2024-03-09,Delhi,32.1,68.2,170.7,43.7,15.9,37.3,3.63,13.3,77.1,0.14,27.04,8.35,271.3,Good,2024-03-09,3625.0,-1.5565268576643363,False,0.035108469983342605,True
2024-03-10,Delhi,263.0,108.6,119.6,145.3,69.5,16.6,8.74,38.3,162.7,19.46,17.14,4.55,433.4,Severe,2024-03-10,2214.0,0.07115663935234247,False,0.017489174612962732,True
2024-03-11,Delhi,222.7,279.9,26.0,102.4,77.3,13.4,5.67,1.1,146.4,4.67,2.91,8.6,266.8,Very Poor,2024-03-11,3420.0,-0.21293017281644128,False,-0.004895118466397896,False
2024-03-12,Delhi,160.7,367.7,54.3,119.0,25.2,44.1,7.38,58.5,38.9,0.76,14.45,5.24,234.4,Poor,2024-03-12,4424.0,-0.6499868069222623,False,0.0215472197651988,True
2024-03-13,Delhi,177.6,169.0,65.5,81.3,96.1,26.9,7.99,53.6,188.9,2.84,15.09,8.99,453.7,Good,2024-03-13,4732.0,-0.5308536276256756,False,0.044702293938556514,True
2024-03-14,Delhi,72.2,35.6,37.7,103.4,27.9,33.1,0.35,50.2,34.0,18.51,12.97,2.93,483.7,Very Poor,2024-03-14,6148.0,-1.2738499056055714,False,0.08094999053659624,True
2024-03-15,Delhi,486.1,426.6,120.7,135.6,220.0,35.9,3.76,14.5,141.0,7.19,27.93,1.25,322.6,Satisfactory,2024-03-15,4829.0,1.643855592078289,False,0.04228860928626288,True
2024-03-16,Delhi,487.2,148.0,0.2,14.5,221.3,42.9,1.83,65.3,88.8,3.74,7.45,9.08,175.4,Poor,2024-03-16,3447.0,1.651609822683392,False,0.017965948297641976,True
2024-03-17,Delhi,421.3,56.6,142.7,81.3,148.8,17.1,6.57,29.4,11.7,19.34,12.81,9.03,376.9,Moderate,2024-03-17,2691.0,1.187060916432205,False,0.013776287286274225,True
2024-03-18,Delhi,471.0,130.8,95.7,46.6,247.4,15.9,3.46,27.3,57.6,11.13,17.88,0.77,137.1,Poor,2024-03-18,2523.0,1.537411153771871,False,0.0017877425972562255,True
2024-03-19,Delhi,226.3,101.5,111.8,12.6,132.6,22.5,0.36,46.7,5.6,7.7,28.94,6.47,24.0,Poor,2024-03-19,2190.0,-0.18755269083610313,False,0.040507239075998513,True
2024-03-20,Delhi,436.8,148.6,160.7,90.5,132.4,0.0,5.43,80.3,132.9,8.45,26.72,1.09,93.3,Satisfactory,2024-03-20,2187.0,1.2963250749586603,False,-0.017517143741288987,False
2024-03-21,Delhi,199.0,230.3,153.8,70.8,39.8,40.7,7.57,17.6,33.8,15.0,23.05,5.76,355.0,Moderate,2024-03-21,1488.0,-0.37999859585366635,False,-0.04435117467302441,False
2024-03-22,Delhi,115.2,319.4,179.9,51.4,167.2,12.4,9.48,15.8,124.9,11.07,15.67,5.22,398.7,Poor,2024-03-22,2140.0,-0.9707299819515343,False,-0.015234530975510974,False
2024-03-23,Delhi,265.6,225.9,115.6,147.5,28.7,24.5,5.62,99.3,124.7,3.4,27.92,0.58,486.7,Good,2024-03-23,3480.0,0.08948482078258674,False,0.03501085513205082,True
2024-03-24,Delhi,54.2,450.5,159.6,1.2,226.5,26.9,3.4,6.4,75.9,17.75,27.44,2.66,184.0,Very Poor,2024-03-24,3966.0,-1.4007373155072613,False,0.053664460160465666,True
2024-03-25,Delhi,322.8,129.4,133.2,34.5,209.8,37.0,3.87,6.2,23.4,12.41,27.92,0.68,458.5,Satisfactory,2024-03-25,3676.0,0.49270481224795704,False,0.042083949853989666,True
2024-03-26,Delhi,383.1,209.2,109.2,57.0,48.0,33.8,6.43,16.6,20.5,2.37,0.61,8.87,132.8,Very Poor,2024-03-26,3380.0,0.9177776354186186,False,0.013460397532689239,True
2024-03-27,Delhi,247.3,580.9,87.9,111.7,70.5,31.3,5.25,40.2,29.9,10.51,15.06,5.28,9.6,Satisfactory,2024-03-27,3360.0,-0.03951737928413149,False,0.03824868425861461,True
2024-03-28,Delhi,285.3,6.8,174.7,81.4,105.8,39.3,9.49,49.2,88.8,12.05,29.25,1.63,377.4,Satisfactory,2024-03-28,4739.0,0.22835604161943623,False,0.05244467705668798,True
2024-03-29,Delhi,192.1,17.1,128.5,123.0,208.8,49.3,5.01,53.1,48.8,0.91,27.09,7.54,246.1,Moderate,2024-03-29,5254.0,-0.4286387696493142,False,0.03896884707768378,True
2024-03-30,Delhi,357.8,179.9,16.0,112.1,244.9,25.1,5.4,34.5,116.3,8.47,3.06,6.24,386.7,Satisfactory,2024-03-30,5669.0,0.7394303315012432,False,0.02498952195787163,True
2024-03-31,Delhi,191.4,567.1,16.5,19.8,48.6,33.7,1.87,58.4,10.6,12.64,13.02,0.69,340.0,Severe,2024-03-31,3742.0,-0.43357328003437984,False,0.03010338886879116,True
2024-04-01,Delhi,397.2,264.0,95.8,121.3,182.6,41.7,4.62,37.6,2.4,0.83,21.02,3.87,32.6,Poor,2024-04-01,3919.0,1.017172773174942,False,0.03336653060111594,True
2024-04-02,Delhi,14.6,160.7,6.9,147.0,49.8,20.8,4.5,70.6,18.6,11.09,6.29,6.76,401.7,Very Poor,2024-04-02,5847.0,-1.6798896172909792,False,0.07194704607265412,True
2024-04-03,Delhi,238.2,46.6,74.5,40.4,101.1,3.8,4.73,97.9,28.8,9.02,20.22,6.7,485.9,Severe,2024-04-03,7813.0,-0.10366601428998602,False,0.0899237204872374,True
2024-04-04,Delhi,440.7,391.6,131.2,112.6,192.6,39.4,2.16,46.4,197.3,0.05,19.34,7.92,451.5,Poor,2024-04-04,8788.0,1.3238173471040262,False,0.07383621688762798,True
2024-04-05,Delhi,209.7,16.6,133.2,66.3,223.6,48.7,4.47,25.3,178.4,13.7,27.11,2.32,124.0,Severe,2024-04-05,8713.0,-0.3045710799676618,False,0.05879664409780028,True
2024-04-06,Delhi,72.1,424.4,45.6,56.3,72.6,5.1,0.82,63.0,94.6,6.2,4.69,1.49,262.7,Moderate,2024-04-06,6267.0,-1.2745548356605807,False,0.03878633289344324,True
2024-04-07,Delhi,57.7,78.9,136.8,61.8,161.3,16.8,6.08,46.9,144.9,5.14,5.08,4.28,327.8,Poor,2024-04-07,5245.0,-1.3760647635819327,False,0.02970677538252675,True
2024-04-08,Delhi,286.0,206.0,29.5,139.8,155.7,12.4,1.77,51.9,117.8,18.45,14.0,7.48,14.8,Satisfactory,2024-04-08,4428.0,0.23329055200450188,False,0.044128976448543744,True
2024-04-09,Delhi,368.5,283.9,181.4,89.0,117.4,40.1,9.45,88.9,185.2,13.91,7.35,5.12,239.5,Very Poor,2024-04-09,5503.0,0.8148578473872476,False,0.04926254312779732,True
2024-04-10,Delhi,443.1,231.9,64.1,35.0,55.9,35.7,1.67,4.1,116.1,7.05,3.27,2.88,382.7,Poor,2024-04-10,4496.0,1.3407356684242517,False,0.042226383584077154,True
2024-04-11,Delhi,85.4,549.9,119.0,103.5,52.9,26.7,0.19,96.1,134.5,6.16,2.16,3.3,337.9,Good,2024-04-11,2023.0,-1.180799138344332,False,0.020875208797891953,True
2024-04-12,Delhi,178.6,32.2,1.0,2.5,182.7,7.0,9.77,20.7,119.0,2.6,26.17,3.93,295.7,Poor,2024-04-12,2585.0,-0.5238043270755817,False,0.03595917411429972,True
2024-04-13,Delhi,116.1,476.7,45.9,12.7,13.2,31.4,1.03,23.2,104.2,4.88,18.62,6.95,72.3,Satisfactory,2024-04-13,2935.0,-0.9643856114564496,False,0.02217174551645429,True
2024-04-14,Delhi,375.2,101.8,15.6,124.1,60.0,19.7,9.2,72.5,51.4,1.08,22.9,6.0,438.1,Good,2024-04-14,4105.0,0.8620881610728766,False,0.041870521840777886,True
